SourceCountry,OrderNumber,ProdTime,ItemNumber,Description,SerialNumber,QuantityProduced,CustomerName,DestinationCountry,GoodsOwner,TrackingNumber,DataType,FlowDirection,FlowType
DK,FP-1957,36:00.4,Sim-CPOS-2MM#FP,Sim-CPOS-2MM,,32,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064372,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064372,50,Production Order,DK,Flatpay,,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064371,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063584,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063583,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064530,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064529,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064964,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064963,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063568,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063567,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064542,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064541,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064618,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064617,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063750,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063749,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064517,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064518,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063785,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063786,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064566,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064565,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064593,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064899,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064900,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064984,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064983,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065109,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065110,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064985,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064986,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1957,39:17.8,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064594,1,Production Order,DK,Flatpay,3911826512,Flow,In,Production
DK,FP-1961,42:51.3,Sim-CPOS-2MM#FP,Sim-CPOS-2MM,,32,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065462,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065461,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065315,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065316,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065368,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065367,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064430,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064429,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065526,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065525,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065516,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065515,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065496,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065495,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065446,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065445,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065512,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065511,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063762,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063761,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064426,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064425,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064591,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064592,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065457,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065458,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065455,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065456,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065481,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065482,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063842,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063841,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065454,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065453,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065238,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065237,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065472,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065471,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065216,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065215,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065394,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065393,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065386,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065385,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063822,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063821,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065480,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-2002,57:19.9,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065479,1,Production Order,DK,Flatpay,3911826533,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063573,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063574,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064569,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064570,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064819,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064820,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064033,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064034,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064571,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064572,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064922,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064921,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063717,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063718,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064893,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064894,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063667,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500063668,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064641,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064642,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065043,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065044,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064795,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064796,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065037,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500065038,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064607,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064608,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064416,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064415,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064889,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-1961,42:48.7,Cposx5-DE#FP,"Premium Cposx5, Skærm-DE",X1C500064890,1,Production Order,DK,Flatpay,3911826513,Flow,In,Production
DK,FP-2256,05:04.1,Sim-CPOS-2MM#FP,Sim-CPOS-2MM,,128,Production Order,DK,Flatpay,3911826679,Flow,In,Production
DK,FP-2160,31:41.0,Sim-CPOS-2MM#FP,Sim-CPOS-2MM,,128,Production Order,DK,Flatpay,3911826564,Flow,In,Production
DK,FP-2197,47:30.6,Sim-CPOS-2MM#FP,Sim-CPOS-2MM,,128,Production Order,DK,Flatpay,3911826628,Flow,In,Production
DK,FP-2204,57:24.5,Sim-CPOS-2MM#FP,Sim-CPOS-2MM,,96,Production Order,DK,Flatpay,3911826631,Flow,In,Production
DK,FP-2157,31:55.3,"Sim-Terminal-1,5MM#FP","Sim-Terminal-1,5MM",,100,Production Order,DK,Flatpay,,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21LY0T,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MP4J,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MG95,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21LGMQ,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21KQX9,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MGZL,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MHJJ,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MGAS,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21KW1C,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21J0D6,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MCSH,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21LWRL,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21JF8V,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MPFJ,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21LJK7,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MPEJ,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21LY02,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21KQY1,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MP7M,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21LLL3,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21LWTM,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MQ70,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MPW3,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MGYN,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA20MFD3,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21LY00,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MP4B,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MQ6K,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MP7Q,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MQ7M,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21JZB8,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21K5R7,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21JTZP,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21K7F5,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21JPS7,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21J4R7,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21LY1Z,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21J2M8,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21KA2S,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21JZGH,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21JTZV,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21JV2N,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MF3G,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21MQAD,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21KQWV,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21VFAA,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21XMZA,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21V6TN,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21V6TZ,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21XGTQ,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21WQZS,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21W7VM,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21W5SZ,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21WA0L,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21W3L9,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21XR7W,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21XK2Q,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21XLFF,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21XFXE,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21XGTG,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21WA1J,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
DK,FP-2126,,TB32BXU-DK#FP,Lenovo Tab M10 DK,HA21WE8E,1,Production Order,DK,Flatpay,3911826542,Flow,In,Production
